                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    104,                0.87397,                 1.8485,                0.94036,                 1.0488,                0.79515,                0.78058,                   0.88,                0.70605,                0.79515,                0.78058,                   0.88,                0.56178,                 1.1075,                 1.7212,                 1.3239,                 1.1903,              0.0006536,              0.0006536,              0.0006536
                    105,                0.94558,                 1.6763,                 0.9323,                 1.0882,                0.79515,                0.78058,                   0.88,                0.70605,                0.79515,                0.78058,                   0.88,                0.56178,                 1.1075,                 1.7212,                 1.3239,                 1.1903,              0.0006404,              0.0006404,              0.0006404
                    106,                 1.1014,                 1.9511,                 1.1198,                  1.156,                0.79515,                0.78058,                   0.88,                0.70605,                0.79515,                0.78058,                   0.88,                0.56178,                 1.1075,                 1.7212,                 1.3239,                 1.1903,              0.0006272,              0.0006272,              0.0006272
                    107,                 1.0237,                  1.865,                 1.0303,                 1.0974,                0.79515,                0.78058,                   0.88,                0.70605,                0.79515,                0.78058,                   0.88,                0.56178,                 1.1075,                 1.7212,                 1.3239,                 1.1903,               0.000614,               0.000614,               0.000614
                    108,                0.92528,                 1.6804,                 1.0348,                 1.0509,                0.65124,                      1,                0.89786,                0.67118,                0.65124,                      1,                0.89786,                0.56682,                 1.0606,                 1.7231,                 1.2714,                 1.2047,              0.0006008,              0.0006008,              0.0006008
                    109,                0.94097,                 1.7813,                0.94457,                 1.1012,                0.65124,                      1,                0.89786,                0.67118,                0.65124,                      1,                0.89786,                0.56682,                 1.0606,                 1.7231,                 1.2714,                 1.2047,              0.0005876,              0.0005876,              0.0005876
                    110,                0.89006,                 1.6994,                0.89978,                 1.0593,                0.65124,                      1,                0.89786,                0.67118,                0.65124,                      1,                0.89786,                0.56682,                 1.0606,                 1.7231,                 1.2714,                 1.2047,              0.0005744,              0.0005744,              0.0005744
                    111,                0.89655,                 1.6865,                0.91873,                 1.0286,                0.65124,                      1,                0.89786,                0.67118,                0.65124,                      1,                0.89786,                0.56682,                 1.0606,                 1.7231,                 1.2714,                 1.2047,              0.0005612,              0.0005612,              0.0005612
                    112,                0.83824,                 1.6324,                0.98995,                 1.0869,                0.83173,                0.99036,                0.92833,                0.69031,                0.83173,                0.99036,                0.92833,                0.54208,                 1.0223,                 1.7157,                 1.2672,                 1.1467,               0.000548,               0.000548,               0.000548
                    113,                0.85198,                 1.6491,                0.87133,                 1.0477,                0.83173,                0.99036,                0.92833,                0.69031,                0.83173,                0.99036,                0.92833,                0.54208,                 1.0223,                 1.7157,                 1.2672,                 1.1467,              0.0005348,              0.0005348,              0.0005348
                    114,                0.88592,                 1.9702,                0.86484,                 1.0645,                0.83173,                0.99036,                0.92833,                0.69031,                0.83173,                0.99036,                0.92833,                0.54208,                 1.0223,                 1.7157,                 1.2672,                 1.1467,              0.0005216,              0.0005216,              0.0005216
                    115,                0.86294,                 1.7981,                0.80919,                 1.0846,                0.83173,                0.99036,                0.92833,                0.69031,                0.83173,                0.99036,                0.92833,                0.54208,                 1.0223,                 1.7157,                 1.2672,                 1.1467,              0.0005084,              0.0005084,              0.0005084
                    116,                0.81234,                 1.7935,                0.84758,                0.99446,                0.81041,                      1,                0.92833,                0.63125,                0.81041,                      1,                0.92833,                0.55578,                 1.1162,                 1.6763,                 1.1713,                 1.2335,              0.0004952,              0.0004952,              0.0004952
                    117,                0.96611,                 1.9087,                0.94675,                 1.0441,                0.81041,                      1,                0.92833,                0.63125,                0.81041,                      1,                0.92833,                0.55578,                 1.1162,                 1.6763,                 1.1713,                 1.2335,               0.000482,               0.000482,               0.000482
                    118,                0.82298,                 1.7916,                0.89276,                 1.0232,                0.81041,                      1,                0.92833,                0.63125,                0.81041,                      1,                0.92833,                0.55578,                 1.1162,                 1.6763,                 1.1713,                 1.2335,              0.0004688,              0.0004688,              0.0004688
                    119,                0.89131,                 1.6394,                0.92366,                 1.0862,                0.81041,                      1,                0.92833,                0.63125,                0.81041,                      1,                0.92833,                0.55578,                 1.1162,                 1.6763,                 1.1713,                 1.2335,              0.0004556,              0.0004556,              0.0004556
                    120,                 0.8387,                 1.4849,                0.99643,                0.99578,                0.80941,                      1,                0.92833,                0.65689,                0.80941,                      1,                0.92833,                0.56256,                 1.1132,                  1.613,                 1.1615,                 1.2142,              0.0004424,              0.0004424,              0.0004424
                    121,                0.81001,                 1.5952,                0.83724,                 1.0144,                0.80941,                      1,                0.92833,                0.65689,                0.80941,                      1,                0.92833,                0.56256,                 1.1132,                  1.613,                 1.1615,                 1.2142,              0.0004292,              0.0004292,              0.0004292
                    122,                0.89778,                 1.7072,                0.90948,                 1.0055,                0.80941,                      1,                0.92833,                0.65689,                0.80941,                      1,                0.92833,                0.56256,                 1.1132,                  1.613,                 1.1615,                 1.2142,               0.000416,               0.000416,               0.000416
                    123,                0.87334,                 1.7704,                0.88867,                 1.0356,                0.80941,                      1,                0.92833,                0.65689,                0.80941,                      1,                0.92833,                0.56256,                 1.1132,                  1.613,                 1.1615,                 1.2142,              0.0004028,              0.0004028,              0.0004028
                    124,                0.81589,                 1.5741,                0.82704,                 1.0361,                0.81387,                      1,                0.96167,                0.68057,                0.81387,                      1,                0.96167,                0.54194,                 1.1106,                 1.5717,                 1.1381,                 1.1754,              0.0003896,              0.0003896,              0.0003896
                    125,                 1.0094,                 1.8469,                 1.0449,                 1.0486,                0.81387,                      1,                0.96167,                0.68057,                0.81387,                      1,                0.96167,                0.54194,                 1.1106,                 1.5717,                 1.1381,                 1.1754,              0.0003764,              0.0003764,              0.0003764
                    126,                0.78291,                 1.4977,                0.81875,                0.95167,                0.81387,                      1,                0.96167,                0.68057,                0.81387,                      1,                0.96167,                0.54194,                 1.1106,                 1.5717,                 1.1381,                 1.1754,              0.0003632,              0.0003632,              0.0003632
                    127,                 0.7715,                 1.4355,                0.86731,                0.98551,                0.81387,                      1,                0.96167,                0.68057,                0.81387,                      1,                0.96167,                0.54194,                 1.1106,                 1.5717,                 1.1381,                 1.1754,                0.00035,                0.00035,                0.00035
                    128,                0.77395,                 1.7162,                0.79441,                0.97261,                0.82025,                      1,                0.92833,                0.68119,                0.82025,                      1,                0.92833,                0.51647,                 1.0443,                 1.5555,                 1.0835,                 1.1162,              0.0003368,              0.0003368,              0.0003368
                    129,                0.81974,                 1.5369,                0.82589,                0.94461,                0.82025,                      1,                0.92833,                0.68119,                0.82025,                      1,                0.92833,                0.51647,                 1.0443,                 1.5555,                 1.0835,                 1.1162,              0.0003236,              0.0003236,              0.0003236
                    130,                 0.9714,                 1.8063,                0.92103,                  1.092,                0.82025,                      1,                0.92833,                0.68119,                0.82025,                      1,                0.92833,                0.51647,                 1.0443,                 1.5555,                 1.0835,                 1.1162,              0.0003104,              0.0003104,              0.0003104
                    131,                0.79686,                 1.4475,                0.81265,                 1.0062,                0.82025,                      1,                0.92833,                0.68119,                0.82025,                      1,                0.92833,                0.51647,                 1.0443,                 1.5555,                 1.0835,                 1.1162,              0.0002972,              0.0002972,              0.0002972
                    132,                0.81266,                 1.7989,                 0.8765,                 1.0301,                0.82895,                      1,                0.92833,                0.67617,                0.82895,                      1,                0.92833,                0.55906,                 1.0696,                 1.5311,                 1.1716,                 1.1104,               0.000284,               0.000284,               0.000284
                    133,                0.87298,                 1.6914,                0.83484,                 1.0048,                0.82895,                      1,                0.92833,                0.67617,                0.82895,                      1,                0.92833,                0.55906,                 1.0696,                 1.5311,                 1.1716,                 1.1104,              0.0002708,              0.0002708,              0.0002708
                    134,                0.86853,                 2.0342,                0.85133,                 1.0025,                0.82895,                      1,                0.92833,                0.67617,                0.82895,                      1,                0.92833,                0.55906,                 1.0696,                 1.5311,                 1.1716,                 1.1104,              0.0002576,              0.0002576,              0.0002576
                    135,                 1.0282,                 1.9158,                0.97765,                 1.0844,                0.82895,                      1,                0.92833,                0.67617,                0.82895,                      1,                0.92833,                0.55906,                 1.0696,                 1.5311,                 1.1716,                 1.1104,              0.0002444,              0.0002444,              0.0002444
                    136,                0.99357,                 1.9225,                0.98182,                 1.0136,                0.83166,                0.98999,                0.96167,                0.69115,                0.83166,                0.98999,                0.96167,                0.60241,                 1.0366,                  1.518,                  1.214,                 1.0737,              0.0002312,              0.0002312,              0.0002312
                    137,                0.71834,                 1.5254,                0.76081,                 1.0324,                0.83166,                0.98999,                0.96167,                0.69115,                0.83166,                0.98999,                0.96167,                0.60241,                 1.0366,                  1.518,                  1.214,                 1.0737,               0.000218,               0.000218,               0.000218
                    138,                0.78763,                 1.6403,                0.82392,                  1.018,                0.83166,                0.98999,                0.96167,                0.69115,                0.83166,                0.98999,                0.96167,                0.60241,                 1.0366,                  1.518,                  1.214,                 1.0737,              0.0002048,              0.0002048,              0.0002048
                    139,                0.70332,                 1.5326,                0.82497,                 1.0034,                0.83166,                0.98999,                0.96167,                0.69115,                0.83166,                0.98999,                0.96167,                0.60241,                 1.0366,                  1.518,                  1.214,                 1.0737,              0.0001916,              0.0001916,              0.0001916
                    140,                0.81744,                 1.6088,                0.79497,                 1.0119,                0.83024,                0.98142,                0.96167,                0.71736,                0.83024,                0.98142,                0.96167,                0.56898,                 1.0457,                 1.5009,                 1.1809,                 1.0744,              0.0001784,              0.0001784,              0.0001784
                    141,                0.87237,                 1.4933,                 1.1058,                  1.046,                0.83024,                0.98142,                0.96167,                0.71736,                0.83024,                0.98142,                0.96167,                0.56898,                 1.0457,                 1.5009,                 1.1809,                 1.0744,              0.0001652,              0.0001652,              0.0001652
                    142,                0.91277,                 1.6113,                 1.1822,                  1.073,                0.83024,                0.98142,                0.96167,                0.71736,                0.83024,                0.98142,                0.96167,                0.56898,                 1.0457,                 1.5009,                 1.1809,                 1.0744,               0.000152,               0.000152,               0.000152
                    143,                0.88499,                  1.599,                 1.1725,                 1.0405,                0.83024,                0.98142,                0.96167,                0.71736,                0.83024,                0.98142,                0.96167,                0.56898,                 1.0457,                 1.5009,                 1.1809,                 1.0744,              0.0001388,              0.0001388,              0.0001388
                    144,                0.81307,                 1.6392,                  1.082,                 1.0365,                0.97207,                    0.8,                0.96167,                0.68598,                0.97207,                    0.8,                0.96167,                0.58451,                 0.9708,                  1.474,                 1.1434,                 1.0466,              0.0001256,              0.0001256,              0.0001256
                    145,                0.83778,                 1.3791,                0.96315,                   1.07,                0.97207,                    0.8,                0.96167,                0.68598,                0.97207,                    0.8,                0.96167,                0.58451,                 0.9708,                  1.474,                 1.1434,                 1.0466,              0.0001124,              0.0001124,              0.0001124
                    146,                0.91811,                 1.5789,                 1.0223,                 1.1566,                0.97207,                    0.8,                0.96167,                0.68598,                0.97207,                    0.8,                0.96167,                0.58451,                 0.9708,                  1.474,                 1.1434,                 1.0466,               9.92e-05,               9.92e-05,               9.92e-05
                    147,                0.93932,                 1.5888,                 1.3192,                 1.0782,                0.97207,                    0.8,                0.96167,                0.68598,                0.97207,                    0.8,                0.96167,                0.58451,                 0.9708,                  1.474,                 1.1434,                 1.0466,                8.6e-05,                8.6e-05,                8.6e-05
                    148,                0.72431,                 1.6873,                0.97715,                0.97783,                0.96971,                    0.8,                0.96167,                0.72584,                0.96971,                    0.8,                0.96167,                0.59702,                0.94724,                 1.4536,                 1.1161,                 1.0483,               7.28e-05,               7.28e-05,               7.28e-05
                    149,                0.68513,                 1.5569,                 1.0095,                0.96275,                0.96971,                    0.8,                0.96167,                0.72584,                0.96971,                    0.8,                0.96167,                0.59702,                0.94724,                 1.4536,                 1.1161,                 1.0483,               5.96e-05,               5.96e-05,               5.96e-05
